student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
242,GP,M,17.0,Rural,0.0,Apart,4.0,4.0,teacher,other,course,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,3.0,4.0,2.0,10.0,11.0,12.0
243,GP,M,16.0,Urban,0.0,Living together,4.0,3.0,teacher,other,course,mother,0.0,0.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,5.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0
244,GP,M,16.0,Urban,1.0,Living together,4.0,4.0,services,services,course,mother,0.0,0.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12.0
245,GP,F,18.0,Urban,1.0,Living together,2.0,1.0,other,other,course,other,1.0,2.0,0.0,no,yes,yes,no,no,yes,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,0.0,7.0,0.0,0.0
246,GP,M,16.0,Urban,1.0,Living together,2.0,1.0,other,other,course,mother,2.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,6.0,18.0,18.0,18.0
247,GP,M,17.0,Urban,1.0,Living together,2.0,3.0,other,other,course,father,1.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,13.0
248,GP,M,22.0,Urban,1.0,Living together,3.0,1.0,services,services,other,mother,0.0,0.0,3.0,no,no,no,no,no,no,yes,yes,5.0,4.0,5.0,5.0,5.0,1.0,16.0,6.0,8.0,8.0
249,GP,M,18.0,Rural,0.0,Living together,3.0,3.0,other,services,course,mother,0.0,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,8.0,3.0,5.0,5.0
250,GP,M,16.0,Urban,1.0,Living together,0.0,2.0,other,other,other,mother,0.0,0.0,0.0,no,no,yes,no,no,yes,yes,no,4.0,3.0,2.0,2.0,4.0,5.0,0.0,13.0,15.0,15.0
251,GP,M,18.0,Urban,1.0,Living together,3.0,2.0,services,other,course,mother,1.0,0.0,1.0,no,no,no,no,yes,no,yes,no,4.0,4.0,5.0,2.0,4.0,5.0,0.0,6.0,8.0,8.0
252,GP,M,16.0,Urban,1.0,Living together,3.0,3.0,at_home,other,reputation,other,2.0,1.0,0.0,yes,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,2.0,6.0,7.0,10.0,10.0
253,GP,M,18.0,Urban,1.0,Living together,2.0,1.0,services,services,other,mother,0.0,0.0,1.0,no,no,no,no,no,no,yes,no,3.0,2.0,5.0,2.0,5.0,5.0,4.0,6.0,9.0,8.0
254,GP,M,16.0,Rural,1.0,Living together,2.0,1.0,other,other,course,mother,1.0,0.0,0.0,no,no,no,yes,no,yes,no,no,3.0,3.0,2.0,1.0,3.0,3.0,0.0,8.0,9.0,8.0
255,GP,M,17.0,Rural,1.0,Living together,2.0,1.0,other,other,course,mother,0.0,0.0,0.0,no,no,no,no,no,yes,yes,no,4.0,4.0,2.0,2.0,4.0,5.0,0.0,8.0,12.0,12.0
256,GP,M,17.0,Urban,0.0,Living together,1.0,1.0,health,other,course,mother,1.0,0.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,2.0,7.0,9.0,8.0
257,GP,F,17.0,Urban,0.0,Living together,4.0,2.0,teacher,services,reputation,mother,0.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,4.0,6.0,14.0,12.0,13.0
258,GP,M,19.0,Urban,0.0,Apart,4.0,3.0,services,at_home,reputation,mother,0.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,12.0,11.0,11.0,11.0
259,GP,M,18.0,Urban,1.0,Living together,2.0,1.0,other,other,home,mother,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,8.0,15.0,14.0,14.0
260,GP,F,17.0,Urban,0.0,Living together,2.0,2.0,services,services,course,father,0.0,3.0,0.0,no,no,yes,yes,yes,yes,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,0.0,10.0,9.0,0.0
261,GP,F,18.0,Urban,1.0,Living together,4.0,3.0,services,other,home,father,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,21.0,17.0,18.0,18.0
262,GP,M,18.0,Urban,1.0,Living together,4.0,3.0,teacher,other,course,mother,0.0,1.0,0.0,no,yes,yes,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,8.0,8.0
263,GP,M,18.0,Rural,1.0,Living together,3.0,2.0,other,other,course,mother,0.0,2.0,0.0,no,no,no,yes,no,yes,no,no,5.0,3.0,2.0,1.0,1.0,3.0,1.0,13.0,12.0,12.0
264,GP,F,17.0,Urban,1.0,Living together,3.0,3.0,other,other,home,mother,0.0,2.0,0.0,no,no,no,yes,no,yes,no,no,3.0,2.0,3.0,1.0,1.0,4.0,4.0,10.0,9.0,9.0
265,GP,F,18.0,Urban,1.0,Living together,2.0,2.0,at_home,services,home,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,9.0,10.0,0.0
266,GP,M,18.0,Rural,0.0,Apart,3.0,4.0,other,other,reputation,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,13.0,17.0,17.0,17.0
267,GP,M,17.0,Urban,1.0,Living together,3.0,1.0,services,other,other,mother,0.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,5.0,2.0,9.0,9.0,10.0
268,GP,F,18.0,Rural,1.0,Living together,4.0,4.0,teacher,other,reputation,mother,1.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,2.0,4.0,8.0,12.0,10.0,11.0
269,GP,M,18.0,Urban,1.0,Living together,4.0,2.0,health,other,reputation,father,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,10.0,10.0,9.0,10.0
270,GP,F,18.0,Rural,1.0,Living together,2.0,1.0,other,other,reputation,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,4.0,3.0,5.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0
271,GP,F,19.0,Urban,1.0,Living together,3.0,3.0,other,services,home,other,0.0,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,5.0,3.0,3.0,5.0,15.0,9.0,9.0,9.0
272,GP,F,18.0,Urban,1.0,Living together,2.0,3.0,other,services,reputation,father,0.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,15.0,14.0,14.0
273,GP,F,18.0,Urban,0.0,Living together,1.0,1.0,other,other,home,mother,1.0,1.0,0.0,no,yes,yes,no,no,yes,no,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0,11.0,11.0
274,GP,M,17.0,Rural,1.0,Living together,1.0,2.0,at_home,at_home,home,mother,0.0,1.0,0.0,no,yes,yes,yes,no,yes,no,yes,3.0,5.0,2.0,2.0,2.0,1.0,2.0,15.0,14.0,14.0
275,GP,F,17.0,Urban,1.0,Living together,2.0,4.0,at_home,health,reputation,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0
276,GP,F,17.0,Urban,0.0,Living together,2.0,2.0,services,other,course,mother,1.0,1.0,0.0,yes,yes,yes,no,yes,yes,yes,yes,4.0,4.0,4.0,2.0,3.0,5.0,6.0,12.0,12.0,12.0
277,GP,F,18.0,Rural,1.0,Apart,3.0,2.0,other,services,home,mother,1.0,1.0,0.0,no,no,no,no,no,no,yes,yes,4.0,1.0,1.0,1.0,1.0,5.0,75.0,10.0,9.0,9.0
278,GP,M,18.0,Urban,1.0,Living together,4.0,4.0,teacher,services,home,mother,1.0,0.0,0.0,no,no,yes,yes,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,22.0,9.0,9.0,9.0
279,GP,F,18.0,Urban,1.0,Living together,4.0,4.0,health,health,reputation,father,0.0,1.0,1.0,yes,yes,no,yes,yes,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,15.0,9.0,8.0,8.0
280,GP,M,18.0,Urban,0.0,Living together,4.0,3.0,teacher,services,course,mother,1.0,0.0,0.0,no,no,yes,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,2.0,1.0,8.0,10.0,11.0,10.0
281,GP,M,17.0,Urban,0.0,Apart,4.0,1.0,services,other,home,mother,1.0,0.0,0.0,no,no,yes,yes,yes,yes,yes,yes,4.0,5.0,4.0,2.0,4.0,5.0,30.0,8.0,8.0,8.0
282,GP,M,17.0,Urban,0.0,Apart,3.0,2.0,teacher,services,home,mother,0.0,0.0,1.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,19.0,11.0,9.0,10.0
283,GP,F,18.0,Rural,0.0,Living together,1.0,1.0,at_home,other,reputation,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,no,no,5.0,2.0,2.0,1.0,1.0,3.0,1.0,12.0,12.0,12.0
284,GP,F,18.0,Urban,1.0,Living together,1.0,1.0,other,other,home,mother,1.0,1.0,0.0,yes,no,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,9.0,10.0
285,GP,F,17.0,Urban,1.0,Living together,2.0,2.0,other,other,course,mother,0.0,1.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,4.0,10.0,9.0,11.0
286,GP,M,17.0,Urban,1.0,Living together,1.0,1.0,other,other,reputation,father,0.0,1.0,0.0,no,no,yes,no,no,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,12.0,10.0,11.0
287,GP,F,18.0,Urban,1.0,Living together,2.0,2.0,at_home,at_home,other,mother,0.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,2.0,5.0,18.0,18.0,19.0
288,GP,F,17.0,Urban,1.0,Living together,1.0,1.0,services,teacher,reputation,mother,0.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,6.0,13.0,12.0,12.0
289,GP,M,18.0,Urban,1.0,Living together,2.0,1.0,services,services,reputation,mother,0.0,2.0,0.0,no,no,yes,yes,yes,yes,yes,no,4.0,2.0,4.0,1.0,3.0,2.0,6.0,15.0,14.0,14.0
290,GP,M,18.0,Urban,0.0,Apart,4.0,4.0,teacher,teacher,reputation,mother,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,2.0,9.0,15.0,13.0,15.0
291,GP,M,18.0,Urban,1.0,Living together,4.0,2.0,teacher,other,home,mother,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,4.0,5.0,11.0,12.0,11.0,11.0
292,GP,F,17.0,Urban,1.0,Living together,4.0,3.0,health,services,reputation,mother,0.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0,15.0,15.0
293,GP,F,18.0,Urban,0.0,Living together,2.0,1.0,services,at_home,reputation,mother,0.0,1.0,1.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3.0,1.0,1.0,5.0,12.0,12.0,12.0,13.0
294,GP,F,17.0,Rural,0.0,Living together,3.0,1.0,services,other,reputation,mother,1.0,3.0,0.0,no,yes,yes,no,yes,yes,no,no,3.0,1.0,2.0,1.0,1.0,3.0,6.0,18.0,18.0,18.0
295,GP,M,18.0,Rural,0.0,Living together,3.0,2.0,services,other,reputation,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,2.0,1.0,1.0,4.0,8.0,14.0,13.0,14.0
296,GP,M,17.0,Urban,1.0,Living together,3.0,3.0,health,other,home,mother,0.0,0.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,3.0,1.0,3.0,5.0,4.0,14.0,12.0,11.0
297,GP,F,19.0,Urban,1.0,Living together,4.0,4.0,health,other,reputation,other,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,2.0,0.0,10.0,9.0,0.0
298,GP,F,18.0,Urban,0.0,Living together,4.0,3.0,other,other,home,other,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,5.0,1.0,2.0,2.0,10.0,10.0,8.0,8.0
299,GP,F,18.0,Urban,1.0,Living together,4.0,3.0,other,other,reputation,father,0.0,3.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0,13.0,14.0
300,GP,M,18.0,Urban,0.0,Living together,4.0,4.0,teacher,teacher,home,mother,0.0,0.0,0.0,no,yes,yes,no,yes,yes,yes,yes,1.0,4.0,2.0,2.0,2.0,1.0,5.0,16.0,15.0,16.0
301,GP,F,18.0,Urban,0.0,Apart,4.0,4.0,health,other,home,mother,0.0,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,4.0,1.0,1.0,4.0,14.0,12.0,10.0,11.0
302,GP,M,17.0,Urban,0.0,Living together,4.0,4.0,other,teacher,home,father,1.0,0.0,0.0,no,no,yes,no,yes,yes,yes,no,4.0,1.0,1.0,2.0,2.0,5.0,0.0,11.0,11.0,10.0
303,GP,F,17.0,Urban,1.0,Living together,4.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,15.0,12.0,14.0
304,GP,F,17.0,Urban,1.0,Living together,3.0,2.0,health,health,reputation,father,0.0,3.0,0.0,no,yes,yes,yes,no,yes,yes,no,5.0,2.0,2.0,1.0,2.0,5.0,0.0,17.0,17.0,18.0
305,GP,M,19.0,Urban,1.0,Living together,3.0,3.0,other,other,home,other,0.0,1.0,1.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,20.0,15.0,14.0,13.0
306,GP,F,18.0,Urban,1.0,Living together,2.0,4.0,services,at_home,reputation,other,0.0,1.0,1.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,8.0,14.0,12.0,12.0
307,GP,M,20.0,Urban,1.0,Apart,3.0,2.0,services,other,course,other,0.0,0.0,0.0,no,no,no,yes,yes,yes,no,no,5.0,5.0,3.0,1.0,1.0,5.0,0.0,17.0,18.0,18.0
308,GP,M,19.0,Urban,1.0,Living together,4.0,4.0,teacher,services,reputation,other,1.0,0.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,4.0,38.0,8.0,9.0,8.0
309,GP,M,19.0,Rural,1.0,Living together,3.0,3.0,other,services,reputation,father,0.0,1.0,1.0,no,no,no,yes,yes,yes,no,yes,4.0,5.0,3.0,1.0,2.0,5.0,0.0,15.0,12.0,12.0
310,GP,F,19.0,Urban,0.0,Living together,1.0,1.0,at_home,other,reputation,other,0.0,1.0,1.0,yes,yes,no,yes,no,yes,yes,no,4.0,4.0,3.0,1.0,3.0,3.0,18.0,12.0,10.0,10.0
311,GP,F,19.0,Urban,0.0,Living together,1.0,2.0,services,services,home,other,0.0,1.0,1.0,no,no,no,yes,no,yes,no,yes,4.0,2.0,4.0,2.0,2.0,3.0,0.0,9.0,9.0,0.0
312,GP,F,19.0,Urban,1.0,Living together,2.0,1.0,at_home,other,other,other,2.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,20.0,14.0,12.0,13.0
313,GP,M,19.0,Urban,1.0,Living together,1.0,2.0,other,services,course,other,0.0,1.0,1.0,no,no,no,no,no,yes,yes,no,4.0,5.0,2.0,2.0,2.0,4.0,3.0,13.0,11.0,11.0
314,GP,F,19.0,Urban,0.0,Living together,3.0,2.0,services,other,reputation,other,1.0,1.0,1.0,no,yes,yes,no,no,yes,yes,yes,4.0,2.0,2.0,1.0,2.0,1.0,22.0,13.0,10.0,11.0
315,GP,F,19.0,Urban,1.0,Living together,1.0,1.0,at_home,health,home,other,0.0,2.0,2.0,no,no,no,no,no,yes,yes,yes,4.0,1.0,2.0,1.0,1.0,3.0,14.0,15.0,13.0,13.0
316,GP,F,19.0,Rural,1.0,Living together,2.0,3.0,other,other,reputation,other,0.0,2.0,1.0,no,no,no,no,yes,yes,yes,yes,4.0,1.0,2.0,1.0,1.0,3.0,40.0,13.0,11.0,11.0
317,GP,F,18.0,Urban,1.0,Living together,2.0,1.0,services,other,course,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,8.0,0.0
318,GP,F,18.0,Urban,1.0,Living together,4.0,3.0,other,other,course,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,9.0,9.0,10.0,9.0
319,GP,F,17.0,Rural,1.0,Living together,3.0,4.0,at_home,services,course,father,0.0,2.0,0.0,no,yes,yes,yes,no,yes,yes,no,4.0,3.0,4.0,2.0,5.0,5.0,0.0,11.0,11.0,10.0
320,GP,F,18.0,Urban,1.0,Living together,4.0,4.0,teacher,other,course,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,2.0,11.0,11.0,11.0
321,GP,F,17.0,Urban,1.0,Apart,4.0,3.0,services,services,course,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,2.0,1.0,2.0,5.0,23.0,13.0,13.0,13.0
322,GP,F,17.0,Urban,1.0,Living together,2.0,2.0,other,other,course,mother,0.0,1.0,0.0,no,yes,no,no,yes,yes,no,yes,4.0,2.0,2.0,1.0,1.0,3.0,12.0,11.0,9.0,9.0
323,GP,F,17.0,Rural,0.0,Living together,2.0,2.0,services,services,course,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,3.0,2.0,2.0,2.0,3.0,3.0,11.0,11.0,11.0
324,GP,F,17.0,Urban,1.0,Living together,3.0,1.0,services,services,course,father,0.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,3.0,4.0,3.0,2.0,3.0,5.0,1.0,12.0,14.0,15.0
325,GP,F,17.0,Urban,0.0,Living together,0.0,2.0,at_home,at_home,home,father,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,0.0,16.0,15.0,15.0
326,GP,M,18.0,Urban,1.0,Living together,4.0,4.0,other,other,course,mother,0.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,3.0,9.0,12.0,11.0
327,GP,M,17.0,Urban,1.0,Living together,3.0,3.0,other,services,reputation,mother,0.0,0.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,3.0,14.0,15.0,16.0
328,GP,M,17.0,Rural,1.0,Living together,2.0,2.0,services,other,course,mother,3.0,0.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,5.0,5.0,5.0,4.0,8.0,11.0,10.0,10.0
329,GP,F,17.0,Urban,1.0,Living together,4.0,4.0,teacher,services,course,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,10.0,9.0,9.0
330,GP,F,17.0,Urban,1.0,Living together,4.0,4.0,teacher,teacher,course,mother,1.0,2.0,0.0,no,yes,yes,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,4.0,14.0,14.0,14.0
331,GP,M,18.0,Urban,0.0,Living together,2.0,2.0,other,other,course,mother,0.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,2.0,9.0,8.0,8.0
332,GP,F,17.0,Rural,1.0,Living together,2.0,4.0,at_home,other,course,father,0.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,3.0,1.0,1.0,5.0,7.0,12.0,14.0,14.0
333,GP,F,18.0,Urban,1.0,Living together,3.0,3.0,services,services,home,mother,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4.0,1.0,1.0,4.0,0.0,7.0,0.0,0.0
334,GP,F,18.0,Urban,0.0,Living together,2.0,2.0,other,other,home,other,0.0,1.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,2.0,0.0,8.0,8.0,0.0
335,GP,F,18.0,Rural,1.0,Living together,2.0,2.0,at_home,other,course,mother,1.0,3.0,0.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,4.0,0.0,10.0,9.0,0.0
336,GP,F,17.0,Urban,1.0,Living together,3.0,4.0,services,other,course,mother,0.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,5.0,1.0,3.0,5.0,16.0,16.0,15.0,15.0
337,GP,F,19.0,Rural,1.0,Apart,3.0,1.0,services,at_home,home,other,0.0,2.0,1.0,no,no,yes,no,yes,yes,no,no,5.0,4.0,3.0,1.0,2.0,5.0,12.0,14.0,13.0,13.0
338,GP,F,17.0,Urban,1.0,Living together,3.0,2.0,other,other,home,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,2.0,2.0,3.0,2.0,0.0,7.0,8.0,0.0
339,GP,F,18.0,Urban,0.0,Living together,3.0,3.0,services,services,home,mother,0.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,7.0,16.0,15.0,17.0
340,GP,F,17.0,Rural,1.0,Apart,3.0,2.0,other,other,home,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,3.0,2.0,4.0,9.0,10.0,10.0
341,GP,F,19.0,Urban,1.0,Living together,2.0,1.0,services,services,home,other,0.0,2.0,1.0,no,no,yes,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,3.0,3.0,4.0,11.0,12.0,11.0
342,GP,M,18.0,Urban,1.0,Living together,4.0,4.0,teacher,services,home,father,0.0,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,10.0,10.0,0.0
343,GP,M,18.0,Urban,0.0,Living together,3.0,4.0,services,other,home,mother,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,11.0,16.0,15.0,15.0
344,GP,F,17.0,Urban,1.0,Apart,2.0,2.0,at_home,at_home,home,father,0.0,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,3.0,3.0,1.0,1.0,2.0,4.0,0.0,9.0,8.0,0.0
345,GP,F,18.0,Urban,1.0,Living together,2.0,3.0,at_home,other,course,mother,0.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,4.0,11.0,10.0,10.0
346,GP,F,18.0,Urban,1.0,Living together,3.0,2.0,other,services,other,mother,0.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3.0,2.0,3.0,1.0,7.0,13.0,13.0,14.0
347,GP,M,18.0,Rural,1.0,Living together,4.0,3.0,teacher,services,course,mother,0.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,3.0,2.0,1.0,2.0,4.0,9.0,16.0,15.0,16.0
348,GP,M,18.0,Urban,1.0,Living together,4.0,3.0,teacher,other,course,mother,0.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,4.0,5.0,2.0,3.0,5.0,0.0,10.0,10.0,9.0
349,GP,F,17.0,Urban,1.0,Living together,4.0,3.0,health,other,reputation,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,4.0,0.0,13.0,15.0,15.0
350,MS,M,18.0,Rural,1.0,Living together,3.0,2.0,other,other,course,mother,1.0,0.0,1.0,no,yes,no,no,no,yes,yes,no,2.0,5.0,5.0,5.0,5.0,5.0,10.0,11.0,13.0,13.0
351,MS,M,19.0,Rural,1.0,Living together,1.0,1.0,other,services,home,other,2.0,1.0,3.0,no,no,no,no,yes,yes,yes,no,5.0,4.0,4.0,3.0,3.0,2.0,8.0,8.0,7.0,8.0
352,MS,M,17.0,Urban,1.0,Living together,3.0,3.0,health,other,course,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,5.0,4.0,2.0,3.0,3.0,2.0,13.0,13.0,13.0
353,MS,M,18.0,Urban,0.0,Living together,1.0,3.0,at_home,services,course,mother,0.0,0.0,1.0,no,no,no,no,yes,no,yes,yes,4.0,3.0,3.0,2.0,3.0,3.0,7.0,8.0,7.0,8.0
354,MS,M,19.0,Rural,1.0,Living together,1.0,1.0,other,other,home,other,2.0,0.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,4.0,8.0,8.0,8.0
355,MS,M,17.0,Rural,1.0,Living together,4.0,3.0,services,other,home,mother,1.0,1.0,0.0,no,yes,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,13.0,11.0,11.0
356,MS,F,18.0,Urban,1.0,Living together,3.0,3.0,services,services,course,father,0.0,1.0,0.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,4.0,1.0,1.0,5.0,0.0,10.0,9.0,9.0
357,MS,F,17.0,Rural,1.0,Living together,4.0,4.0,teacher,services,other,father,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,5.0,4.0,12.0,13.0,13.0
358,MS,F,17.0,Urban,0.0,Apart,3.0,2.0,services,other,reputation,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,no,yes,1.0,2.0,3.0,1.0,2.0,5.0,2.0,12.0,12.0,11.0
359,MS,M,18.0,Urban,0.0,Living together,1.0,1.0,other,services,home,father,1.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,3.0,3.0,2.0,1.0,2.0,3.0,4.0,10.0,10.0,10.0
360,MS,F,18.0,Urban,0.0,Living together,1.0,1.0,at_home,services,course,father,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,1.0,4.0,0.0,18.0,16.0,16.0
361,MS,F,18.0,Rural,0.0,Apart,1.0,4.0,at_home,other,course,mother,2.0,1.0,0.0,no,no,no,no,yes,yes,no,yes,4.0,3.0,4.0,1.0,4.0,5.0,0.0,13.0,13.0,13.0
362,MS,M,18.0,Rural,0.0,Living together,1.0,1.0,at_home,other,other,mother,1.0,1.0,1.0,no,no,no,yes,no,no,no,no,4.0,4.0,3.0,2.0,3.0,5.0,2.0,13.0,12.0,12.0
